Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
129.2,2024-07-10,Wednesday,11:00:00,82.9,65,PE,24200.0,Sell,2024-07-10,Wednesday,15:15:00,25.05,3760.2500000000005,69.78287092882992,2024-07-11,,,Exit Condition Met For Trade
130,2024-07-11,,11:00:00,24241.2,,,,,2024-07-11,,12:04:00,24220.8,-903.5,,,1231.75,-903.5,
130.1,2024-07-11,Thursday,11:00:00,22.65,65,CE,24250.0,Sell,2024-07-11,Thursday,11:01:00,27.2,-295.75000000000006,-20.088300220750554,2024-07-11,,,Stop Loss Hit
130.2,2024-07-11,Thursday,11:00:00,46.85,65,PE,24250.0,Sell,2024-07-11,Thursday,12:04:00,56.2,-607.7500000000001,-19.95731056563501,2024-07-11,,,Stop Loss Hit
131,2024-07-12,,11:00:00,24526.85,,,,,2024-07-12,,11:29:00,24480.85,-3168.75,,,0,-3168.75,
131.1,2024-07-12,Friday,11:00:00,116.4,65,CE,24550.0,Sell,2024-07-12,Friday,11:02:00,139.7,-1514.4999999999989,-20.017182130584175,2024-07-18,,,Stop Loss Hit
131.2,2024-07-12,Friday,11:00:00,127.15,65,PE,24550.0,Sell,2024-07-12,Friday,11:29:00,152.6,-1654.2499999999993,-20.015729453401487,2024-07-18,,,Stop Loss Hit
132,2024-07-15,,11:00:00,24579.0,,,,,2024-07-15,,15:15:00,24584.5,-549.25,,,198.25,-1436.5,Exit Condition Met For Trade
132.1,2024-07-15,Monday,11:00:00,99.3,65,CE,24600.0,Sell,2024-07-15,Monday,11:52:00,119.15,-1290.2500000000005,-19.98992950654583,2024-07-18,,,Stop Loss Hit
132.2,2024-07-15,Monday,11:00:00,107.0,65,PE,24600.0,Sell,2024-07-15,Monday,15:15:00,95.6,741.0000000000003,10.654205607476639,2024-07-18,,,Exit Condition Met For Trade
133,2024-07-16,,11:00:00,24656.0,,,,,2024-07-16,,15:15:00,24604.3,1790.75,,,1865.5,-61.75,Exit Condition Met For Trade
133.1,2024-07-16,Tuesday,11:00:00,95.65,65,CE,24650.0,Sell,2024-07-16,Tuesday,15:15:00,53.95,2710.5,43.59644537375849,2024-07-18,,,Exit Condition Met For Trade
133.2,2024-07-16,Tuesday,11:00:00,70.8,65,PE,24650.0,Sell,2024-07-16,Tuesday,13:39:00,84.95,-919.7500000000003,-19.985875706214696,2024-07-18,,,Stop Loss Hit
134,2024-07-18,,11:00:00,24593.6,,,,,2024-07-18,,12:13:00,24601.5,-1199.25,,,910.0,-1199.25,
134.1,2024-07-18,Thursday,11:00:00,44.6,65,CE,24600.0,Sell,2024-07-18,Thursday,12:13:00,53.5,-578.4999999999999,-19.95515695067264,2024-07-18,,,Stop Loss Hit
134.2,2024-07-18,Thursday,11:00:00,47.8,65,PE,24600.0,Sell,2024-07-18,Thursday,11:02:00,57.35,-620.7500000000002,-19.97907949790796,2024-07-18,,,Stop Loss Hit
135,2024-07-19,,11:00:00,24658.4,,,,,2024-07-19,,15:15:00,24530.4,841.75,,,1335.75,-789.75,Exit Condition Met For Trade
135.1,2024-07-19,Friday,11:00:00,233.75,65,CE,24650.0,Sell,2024-07-19,Friday,15:15:00,176.05,3750.499999999999,24.68449197860962,2024-07-25,,,Exit Condition Met For Trade
135.2,2024-07-19,Friday,11:00:00,223.7,65,PE,24650.0,Sell,2024-07-19,Friday,14:11:00,268.45,-2908.75,-20.004470272686635,2024-07-25,,,Stop Loss Hit
136,2024-07-22,,11:00:00,24568.7,,,,,2024-07-22,,15:15:00,24515.7,-211.25,,,767.0,-1378.0,Exit Condition Met For Trade
136.1,2024-07-22,Monday,11:00:00,234.5,65,CE,24550.0,Sell,2024-07-22,Monday,15:15:00,195.35,2544.7500000000005,16.695095948827294,2024-07-25,,,Exit Condition Met For Trade
136.2,2024-07-22,Monday,11:00:00,211.95,65,PE,24550.0,Sell,2024-07-22,Monday,12:27:00,254.35,-2756.0000000000005,-20.004718093890073,2024-07-25,,,Stop Loss Hit
137,2024-07-23,,11:00:00,24481.8,,,,,2024-07-23,,12:18:00,24382.25,-5638.75,,,685.75,-5638.75,
137.1,2024-07-23,Tuesday,11:00:00,202.95,65,CE,24500.0,Sell,2024-07-23,Tuesday,11:09:00,243.55,-2639.0000000000014,-20.004927322000505,2024-07-25,,,Stop Loss Hit
137.2,2024-07-23,Tuesday,11:00:00,230.7,65,PE,24500.0,Sell,2024-07-23,Tuesday,12:18:00,276.85,-2999.7500000000023,-20.004334633723467,2024-07-25,,,Stop Loss Hit
138,2024-07-24,,11:00:00,24455.5,,,,,2024-07-24,,15:15:00,24407.4,2096.25,,,2775.5,-776.75,Exit Condition Met For Trade
138.1,2024-07-24,Wednesday,11:00:00,98.55,65,CE,24450.0,Sell,2024-07-24,Wednesday,15:15:00,45.3,3461.25,54.03348554033486,2024-07-25,,,Exit Condition Met For Trade
138.2,2024-07-24,Wednesday,11:00:00,105.05,65,PE,24450.0,Sell,2024-07-24,Wednesday,11:23:00,126.05,-1365.0,-19.990480723465016,2024-07-25,,,Stop Loss Hit
139,2024-07-25,,11:00:00,24320.2,,,,,2024-07-25,,11:35:00,24331.8,-942.5,,,588.25,-942.5,
139.1,2024-07-25,Thursday,11:00:00,42.9,65,CE,24300.0,Sell,2024-07-25,Thursday,11:35:00,51.5,-559.0000000000001,-20.04662004662005,2024-07-25,,,Stop Loss Hit
139.2,2024-07-25,Thursday,11:00:00,29.6,65,PE,24300.0,Sell,2024-07-25,Thursday,11:08:00,35.5,-383.4999999999999,-19.932432432432428,2024-07-25,,,Stop Loss Hit
140,2024-07-26,,11:00:00,24613.25,,,,,2024-07-26,,15:15:00,24849.05,3120.0,,,3120.0,-468.0,Exit Condition Met For Trade
140.1,2024-07-26,Friday,11:00:00,165.8,65,CE,24600.0,Sell,2024-07-26,Friday,12:32:00,198.95,-2154.7499999999986,-19.993968636911926,2024-08-01,,,Stop Loss Hit
140.2,2024-07-26,Friday,11:00:00,126.3,65,PE,24600.0,Sell,2024-07-26,Friday,15:15:00,45.15,5274.75,64.2517814726841,2024-08-01,,,Exit Condition Met For Trade
141,2024-07-29,,11:00:00,24929.3,,,,,2024-07-29,,12:12:00,24884.75,-3029.0,,,318.5,-3029.0,
141.1,2024-07-29,Monday,11:00:00,125.2,65,CE,24950.0,Sell,2024-07-29,Monday,11:37:00,150.25,-1628.2499999999998,-20.00798722044728,2024-08-01,,,Stop Loss Hit
141.2,2024-07-29,Monday,11:00:00,107.85,65,PE,24950.0,Sell,2024-07-29,Monday,12:12:00,129.4,-1400.7500000000007,-19.98145572554475,2024-08-01,,,Stop Loss Hit
142,2024-07-30,,11:00:00,24932.3,,,,,2024-07-30,,15:15:00,24847.5,1891.5,,,2096.25,-1150.5,Exit Condition Met For Trade
142.1,2024-07-30,Tuesday,11:00:00,110.05,65,CE,24950.0,Sell,2024-07-30,Tuesday,15:15:00,61.15,3178.5,44.434348023625624,2024-08-01,,,Exit Condition Met For Trade
142.2,2024-07-30,Tuesday,11:00:00,99.0,65,PE,24950.0,Sell,2024-07-30,Tuesday,11:52:00,118.8,-1286.9999999999998,-19.999999999999996,2024-08-01,,,Stop Loss Hit
143,2024-07-31,,11:00:00,24934.1,,,,,2024-07-31,,14:31:00,24966.8,-2320.5,,,204.75,-2320.5,
143.1,2024-07-31,Wednesday,11:00:00,84.0,65,CE,24950.0,Sell,2024-07-31,Wednesday,14:31:00,100.8,-1091.9999999999998,-19.999999999999996,2024-08-01,,,Stop Loss Hit
143.2,2024-07-31,Wednesday,11:00:00,94.5,65,PE,24950.0,Sell,2024-07-31,Wednesday,11:11:00,113.4,-1228.5000000000005,-20.000000000000004,2024-08-01,,,Stop Loss Hit
144,2024-08-01,,11:00:00,25014.4,,,,,2024-08-01,,11:43:00,25005.7,-949.0,,,292.5,-949.0,
144.1,2024-08-01,Thursday,11:00:00,48.35,65,CE,25000.0,Sell,2024-08-01,Thursday,11:14:00,58.0,-627.2499999999999,-19.95863495346432,2024-08-01,,,Stop Loss Hit
144.2,2024-08-01,Thursday,11:00:00,24.7,65,PE,25000.0,Sell,2024-08-01,Thursday,11:43:00,29.65,-321.74999999999994,-20.04048582995951,2024-08-01,,,Stop Loss Hit
145,2024-08-02,,11:00:00,24821.4,,,,,2024-08-02,,15:15:00,24727.9,1771.25,,,2668.25,-627.25,Exit Condition Met For Trade
145.1,2024-08-02,Friday,11:00:00,156.35,65,CE,24800.0,Sell,2024-08-02,Friday,15:15:00,101.6,3558.75,35.01758874320435,2024-08-08,,,Exit Condition Met For Trade
145.2,2024-08-02,Friday,11:00:00,137.6,65,PE,24800.0,Sell,2024-08-02,Friday,12:21:00,165.1,-1787.5,-19.98546511627907,2024-08-08,,,Stop Loss Hit
146,2024-08-05,,11:00:00,24096.65,,,,,2024-08-05,,15:15:00,24048.85,-1608.75,,,780.0,-3337.75,Exit Condition Met For Trade
146.1,2024-08-05,Monday,11:00:00,205.7,65,CE,24100.0,Sell,2024-08-05,Monday,15:15:00,191.0,955.4999999999993,7.14632960622265,2024-08-08,,,Exit Condition Met For Trade
146.2,2024-08-05,Monday,11:00:00,197.15,65,PE,24100.0,Sell,2024-08-05,Monday,11:04:00,236.6,-2564.249999999999,-20.010144559979707,2024-08-08,,,Stop Loss Hit
147,2024-08-06,,11:00:00,24258.2,,,,,2024-08-06,,15:15:00,23973.55,5148.0,,,5603.0,-1176.5,Exit Condition Met For Trade
147.1,2024-08-06,Tuesday,11:00:00,155.45,65,CE,24250.0,Sell,2024-08-06,Tuesday,15:15:00,48.15,6974.499999999999,69.02541009971051,2024-08-08,,,Exit Condition Met For Trade
147.2,2024-08-06,Tuesday,11:00:00,140.6,65,PE,24250.0,Sell,2024-08-06,Tuesday,11:08:00,168.7,-1826.4999999999995,-19.98577524893314,2024-08-08,,,Stop Loss Hit
148,2024-08-07,,11:00:00,24300.3,,,,,2024-08-07,,15:15:00,24309.4,-1186.25,,,2561.0,-1319.5,Exit Condition Met For Trade
148.1,2024-08-07,Wednesday,11:00:00,113.25,65,CE,24300.0,Sell,2024-08-07,Wednesday,15:15:00,112.15,71.49999999999963,0.9713024282560656,2024-08-08,,,Exit Condition Met For Trade
148.2,2024-08-07,Wednesday,11:00:00,96.7,65,PE,24300.0,Sell,2024-08-07,Wednesday,11:04:00,116.05,-1257.7499999999995,-20.010341261633915,2024-08-08,,,Stop Loss Hit
149,2024-08-08,,11:00:00,24149.4,,,,,2024-08-08,,13:31:00,24121.1,-2297.75,,,3578.25,-2297.75,
149.1,2024-08-08,Thursday,11:00:00,81.7,65,CE,24150.0,Sell,2024-08-08,Thursday,11:08:00,98.05,-1062.7499999999995,-20.012239902080776,2024-08-08,,,Stop Loss Hit
149.2,2024-08-08,Thursday,11:00:00,95.05,65,PE,24150.0,Sell,2024-08-08,Thursday,13:31:00,114.05,-1235.0,-19.98947922146239,2024-08-08,,,Stop Loss Hit
150,2024-08-09,,11:00:00,24343.0,,,,,2024-08-09,,15:15:00,24371.05,107.25,,,1680.25,-253.5,Exit Condition Met For Trade
150.1,2024-08-09,Friday,11:00:00,155.3,65,CE,24350.0,Sell,2024-08-09,Friday,14:08:00,186.35,-2018.2499999999989,-19.993560849967793,2024-08-14,,,Stop Loss Hit
150.2,2024-08-09,Friday,11:00:00,163.65,65,PE,24350.0,Sell,2024-08-09,Friday,15:15:00,130.95,2125.500000000001,19.98166819431715,2024-08-14,,,Exit Condition Met For Trade
151,2024-08-12,,11:00:00,24400.3,,,,,2024-08-12,,14:53:00,24373.3,-3282.5,,,422.5,-3282.5,
151.1,2024-08-12,Monday,11:00:00,147.2,65,CE,24400.0,Sell,2024-08-12,Monday,11:17:00,176.65,-1914.2500000000011,-20.006793478260885,2024-08-14,,,Stop Loss Hit
151.2,2024-08-12,Monday,11:00:00,105.25,65,PE,24400.0,Sell,2024-08-12,Monday,14:53:00,126.3,-1368.2499999999998,-19.999999999999996,2024-08-14,,,Stop Loss Hit
152,2024-08-13,,11:00:00,24309.95,,,,,2024-08-13,,15:15:00,24122.9,4381.0,,,4429.75,0,Exit Condition Met For Trade
152.1,2024-08-13,Tuesday,11:00:00,114.6,65,CE,24300.0,Sell,2024-08-13,Tuesday,15:15:00,30.9,5440.499999999999,73.03664921465968,2024-08-14,,,Exit Condition Met For Trade
152.2,2024-08-13,Tuesday,11:00:00,81.55,65,PE,24300.0,Sell,2024-08-13,Tuesday,12:06:00,97.85,-1059.4999999999998,-19.987737584304107,2024-08-14,,,Stop Loss Hit
153,2024-08-14,,11:00:00,24133.3,,,,,2024-08-14,,15:15:00,24135.55,1716.0,,,1985.75,-39.0,Exit Condition Met For Trade
153.1,2024-08-14,Wednesday,11:00:00,30.45,65,CE,24150.0,Sell,2024-08-14,Wednesday,12:53:00,36.55,-396.4999999999999,-20.032840722495887,2024-08-14,,,Stop Loss Hit
153.2,2024-08-14,Wednesday,11:00:00,40.9,65,PE,24150.0,Sell,2024-08-14,Wednesday,15:15:00,8.4,2112.5,79.46210268948656,2024-08-14,,,Exit Condition Met For Trade
154,2024-08-16,,11:00:00,24256.9,,,,,2024-08-16,,15:15:00,24554.35,5304.0,,,5304.0,-81.25,Exit Condition Met For Trade
154.1,2024-08-16,Friday,11:00:00,156.5,65,CE,24250.0,Sell,2024-08-16,Friday,11:29:00,187.8,-2034.5000000000007,-20.000000000000007,2024-08-22,,,Stop Loss Hit
154.2,2024-08-16,Friday,11:00:00,151.65,65,PE,24250.0,Sell,2024-08-16,Friday,15:15:00,38.75,7338.5,74.44774151005605,2024-08-22,,,Exit Condition Met For Trade
155,2024-08-19,,11:00:00,24552.5,,,,,2024-08-19,,15:15:00,24571.45,516.75,,,1365.0,-955.5,Exit Condition Met For Trade
155.1,2024-08-19,Monday,11:00:00,108.95,65,CE,24550.0,Sell,2024-08-19,Monday,11:23:00,130.75,-1416.9999999999998,-20.009178522257912,2024-08-22,,,Stop Loss Hit
155.2,2024-08-19,Monday,11:00:00,130.4,65,PE,24550.0,Sell,2024-08-19,Monday,15:15:00,100.65,1933.75,22.81441717791411,2024-08-22,,,Exit Condition Met For Trade
156,2024-08-20,,11:00:00,24685.5,,,,,2024-08-20,,15:15:00,24698.1,-614.25,,,646.75,-874.25,Exit Condition Met For Trade
156.1,2024-08-20,Tuesday,11:00:00,85.75,65,CE,24700.0,Sell,2024-08-20,Tuesday,12:06:00,102.9,-1114.7500000000005,-20.000000000000004,2024-08-22,,,Stop Loss Hit
156.2,2024-08-20,Tuesday,11:00:00,98.55,65,PE,24700.0,Sell,2024-08-20,Tuesday,15:15:00,90.85,500.50000000000017,7.813292744799597,2024-08-22,,,Exit Condition Met For Trade
157,2024-08-21,,11:00:00,24724.65,,,,,2024-08-21,,15:03:00,24759.75,-1937.0,,,617.5,-1937.0,
157.1,2024-08-21,Wednesday,11:00:00,86.9,65,CE,24700.0,Sell,2024-08-21,Wednesday,15:03:00,104.55,-1147.2499999999995,-20.310701956271565,2024-08-22,,,Stop Loss Hit
157.2,2024-08-21,Wednesday,11:00:00,60.75,65,PE,24700.0,Sell,2024-08-21,Wednesday,11:08:00,72.9,-789.7500000000003,-20.000000000000007,2024-08-22,,,Stop Loss Hit
158,2024-08-22,,11:00:00,24826.1,,,,,2024-08-22,,11:41:00,24836.9,-864.5,,,42.25,-864.5,
158.1,2024-08-22,Thursday,11:00:00,15.3,65,CE,24850.0,Sell,2024-08-22,Thursday,11:41:00,18.35,-198.25000000000006,-19.93464052287582,2024-08-22,,,Stop Loss Hit
158.2,2024-08-22,Thursday,11:00:00,51.2,65,PE,24850.0,Sell,2024-08-22,Thursday,11:03:00,61.45,-666.25,-20.01953125,2024-08-22,,,Stop Loss Hit
159,2024-08-23,,11:00:00,24836.95,,,,,2024-08-23,,15:15:00,24822.7,-1179.75,,,815.75,-1478.75,Exit Condition Met For Trade
159.1,2024-08-23,Friday,11:00:00,137.55,65,CE,24850.0,Sell,2024-08-23,Friday,15:15:00,132.6,321.75000000000114,3.598691384950939,2024-08-29,,,Exit Condition Met For Trade
159.2,2024-08-23,Friday,11:00:00,115.5,65,PE,24850.0,Sell,2024-08-23,Friday,15:02:00,138.6,-1501.4999999999995,-19.999999999999996,2024-08-29,,,Stop Loss Hit
160,2024-08-26,,11:00:00,24985.6,,,,,2024-08-26,,15:15:00,25007.9,-481.0,,,139.75,-1163.5,Exit Condition Met For Trade
160.1,2024-08-26,Monday,11:00:00,112.5,65,CE,25000.0,Sell,2024-08-26,Monday,11:38:00,135.0,-1462.5,-20.0,2024-08-29,,,Stop Loss Hit
160.2,2024-08-26,Monday,11:00:00,99.1,65,PE,25000.0,Sell,2024-08-26,Monday,15:15:00,84.0,981.4999999999997,15.237134207870835,2024-08-29,,,Exit Condition Met For Trade
161,2024-08-27,,11:00:00,25025.75,,,,,2024-08-27,,15:15:00,25024.6,-1222.0,,,750.75,-1316.25,Exit Condition Met For Trade
161.1,2024-08-27,Tuesday,11:00:00,75.4,65,CE,25050.0,Sell,2024-08-27,Tuesday,11:12:00,90.5,-981.4999999999997,-20.026525198938984,2024-08-29,,,Stop Loss Hit
161.2,2024-08-27,Tuesday,11:00:00,93.6,65,PE,25050.0,Sell,2024-08-27,Tuesday,15:15:00,97.3,-240.50000000000017,-3.9529914529914563,2024-08-29,,,Exit Condition Met For Trade
162,2024-08-28,,11:00:00,25023.85,,,,,2024-08-28,,15:15:00,25050.45,-393.25,,,1056.25,-698.75,Exit Condition Met For Trade
162.1,2024-08-28,Wednesday,11:00:00,80.2,65,CE,25000.0,Sell,2024-08-28,Wednesday,11:13:00,96.25,-1043.2499999999998,-20.01246882793017,2024-08-29,,,Stop Loss Hit
162.2,2024-08-28,Wednesday,11:00:00,52.05,65,PE,25000.0,Sell,2024-08-28,Wednesday,15:15:00,42.05,650.0,19.21229586935639,2024-08-29,,,Exit Condition Met For Trade
163,2024-08-29,,11:00:00,25089.35,,,,,2024-08-29,,11:51:00,25079.45,-975.0,,,84.5,-975.0,
163.1,2024-08-29,Thursday,11:00:00,38.3,65,CE,25100.0,Sell,2024-08-29,Thursday,11:13:00,45.95,-497.25000000000034,-19.973890339425605,2024-08-29,,,Stop Loss Hit
163.2,2024-08-29,Thursday,11:00:00,36.75,65,PE,25100.0,Sell,2024-08-29,Thursday,11:51:00,44.1,-477.7500000000001,-20.000000000000004,2024-08-29,,,Stop Loss Hit
164,2024-08-30,,11:00:00,25224.7,,,,,2024-08-30,,15:15:00,25242.4,-19.5,,,510.25,-1176.5,Exit Condition Met For Trade
164.1,2024-08-30,Friday,11:00:00,156.4,65,CE,25200.0,Sell,2024-08-30,Friday,14:20:00,187.7,-2034.4999999999989,-20.012787723785152,2024-09-05,,,Stop Loss Hit
164.2,2024-08-30,Friday,11:00:00,107.75,65,PE,25200.0,Sell,2024-08-30,Friday,15:15:00,76.75,2015.0,28.77030162412993,2024-09-05,,,Exit Condition Met For Trade
165,2024-09-02,,11:00:00,25314.55,,,,,2024-09-02,,15:15:00,25280.1,256.75,,,715.0,-253.5,Exit Condition Met For Trade
165.1,2024-09-02,Monday,11:00:00,112.1,65,CE,25300.0,Sell,2024-09-02,Monday,15:15:00,86.55,1660.7499999999998,22.792149866190897,2024-09-05,,,Exit Condition Met For Trade
165.2,2024-09-02,Monday,11:00:00,108.05,65,PE,25300.0,Sell,2024-09-02,Monday,12:44:00,129.65,-1404.0000000000005,-19.99074502545119,2024-09-05,,,Stop Loss Hit
166,2024-09-03,,11:00:00,25255.15,,,,,2024-09-03,,15:15:00,25276.3,-822.25,,,455.0,-822.25,Exit Condition Met For Trade
166.1,2024-09-03,Tuesday,11:00:00,104.45,65,CE,25250.0,Sell,2024-09-03,Tuesday,13:17:00,125.35,-1358.4999999999995,-20.009573958831968,2024-09-05,,,Stop Loss Hit
166.2,2024-09-03,Tuesday,11:00:00,79.75,65,PE,25250.0,Sell,2024-09-03,Tuesday,15:15:00,71.5,536.25,10.344827586206897,2024-09-05,,,Exit Condition Met For Trade
167,2024-09-04,,11:00:00,25137.95,,,,,2024-09-04,,15:15:00,25210.1,1144.0,,,1144.0,-572.0,Exit Condition Met For Trade
167.1,2024-09-04,Wednesday,11:00:00,67.0,65,CE,25150.0,Sell,2024-09-04,Wednesday,13:16:00,80.4,-871.0000000000003,-20.000000000000007,2024-09-05,,,Stop Loss Hit
167.2,2024-09-04,Wednesday,11:00:00,83.55,65,PE,25150.0,Sell,2024-09-04,Wednesday,15:15:00,52.55,2015.0,37.10353081986835,2024-09-05,,,Exit Condition Met For Trade
168,2024-09-05,,11:00:00,25175.5,,,,,2024-09-05,,15:15:00,25152.7,588.25,,,1985.75,-68.25,Exit Condition Met For Trade
168.1,2024-09-05,Thursday,11:00:00,26.75,65,CE,25200.0,Sell,2024-09-05,Thursday,11:09:00,32.1,-347.7500000000001,-20.000000000000004,2024-09-05,,,Stop Loss Hit
168.2,2024-09-05,Thursday,11:00:00,65.4,65,PE,25200.0,Sell,2024-09-05,Thursday,15:15:00,51.0,936.0000000000003,22.018348623853218,2024-09-05,,,Exit Condition Met For Trade
169,2024-09-06,,11:00:00,24921.7,,,,,2024-09-06,,15:15:00,24853.05,26.0,,,867.75,-2739.75,Exit Condition Met For Trade
169.1,2024-09-06,Friday,11:00:00,169.35,65,CE,24900.0,Sell,2024-09-06,Friday,15:15:00,140.75,1858.9999999999995,16.88810156480661,2024-09-12,,,Exit Condition Met For Trade
169.2,2024-09-06,Friday,11:00:00,140.9,65,PE,24900.0,Sell,2024-09-06,Friday,11:10:00,169.1,-1832.9999999999993,-20.014194464158972,2024-09-12,,,Stop Loss Hit
170,2024-09-09,,11:00:00,24883.85,,,,,2024-09-09,,13:34:00,24937.2,-3126.5,,,162.5,-3126.5,
170.1,2024-09-09,Monday,11:00:00,119.7,65,CE,24900.0,Sell,2024-09-09,Monday,13:34:00,143.65,-1556.7500000000002,-20.008354218880537,2024-09-12,,,Stop Loss Hit
170.2,2024-09-09,Monday,11:00:00,120.8,65,PE,24900.0,Sell,2024-09-09,Monday,12:08:00,144.95,-1569.7499999999995,-19.99172185430463,2024-09-12,,,Stop Loss Hit
171,2024-09-10,,11:00:00,24969.6,,,,,2024-09-10,,15:15:00,25042.95,2268.5,,,3090.75,-182.0,Exit Condition Met For Trade
171.1,2024-09-10,Tuesday,11:00:00,86.4,65,CE,24950.0,Sell,2024-09-10,Tuesday,11:19:00,103.7,-1124.4999999999998,-20.023148148148145,2024-09-12,,,Stop Loss Hit
171.2,2024-09-10,Tuesday,11:00:00,96.4,65,PE,24950.0,Sell,2024-09-10,Tuesday,15:15:00,44.2,3393.0,54.149377593360995,2024-09-12,,,Exit Condition Met For Trade
172,2024-09-11,,11:00:00,25055.6,,,,,2024-09-11,,13:48:00,25008.6,-1956.5,,,1826.5,-1956.5,
172.1,2024-09-11,Wednesday,11:00:00,58.65,65,CE,25050.0,Sell,2024-09-11,Wednesday,11:14:00,70.4,-763.7500000000005,-20.034100596760457,2024-09-12,,,Stop Loss Hit
172.2,2024-09-11,Wednesday,11:00:00,91.7,65,PE,25050.0,Sell,2024-09-11,Wednesday,13:48:00,110.05,-1192.7499999999995,-20.010905125408936,2024-09-12,,,Stop Loss Hit
173,2024-09-12,,11:00:00,25010.7,,,,,2024-09-12,,11:09:00,25019.45,-1384.5,,,104.0,-1384.5,
173.1,2024-09-12,Thursday,11:00:00,51.75,65,CE,25000.0,Sell,2024-09-12,Thursday,11:09:00,62.1,-672.7500000000001,-20.000000000000004,2024-09-12,,,Stop Loss Hit
173.2,2024-09-12,Thursday,11:00:00,54.75,65,PE,25000.0,Sell,2024-09-12,Thursday,11:05:00,65.7,-711.7500000000002,-20.000000000000004,2024-09-12,,,Stop Loss Hit
174,2024-09-13,,11:00:00,25368.0,,,,,2024-09-13,,15:15:00,25354.45,-39.0,,,984.75,-679.25,Exit Condition Met For Trade
174.1,2024-09-13,Friday,11:00:00,147.65,65,CE,25350.0,Sell,2024-09-13,Friday,15:15:00,123.15,1592.5,16.593294954283778,2024-09-19,,,Exit Condition Met For Trade
174.2,2024-09-13,Friday,11:00:00,125.4,65,PE,25350.0,Sell,2024-09-13,Friday,15:01:00,150.5,-1631.4999999999995,-20.01594896331738,2024-09-19,,,Stop Loss Hit
175,2024-09-16,,11:00:00,25391.5,,,,,2024-09-16,,15:15:00,25386.4,-1456.0,,,0,-2661.75,Exit Condition Met For Trade
175.1,2024-09-16,Monday,11:00:00,114.1,65,CE,25400.0,Sell,2024-09-16,Monday,15:15:00,114.0,6.4999999999996305,0.08764241893075751,2024-09-19,,,Exit Condition Met For Trade
175.2,2024-09-16,Monday,11:00:00,112.5,65,PE,25400.0,Sell,2024-09-16,Monday,11:11:00,135.0,-1462.5,-20.0,2024-09-19,,,Stop Loss Hit
176,2024-09-17,,11:00:00,25409.35,,,,,2024-09-17,,15:15:00,25418.45,-744.25,,,243.75,-1082.25,Exit Condition Met For Trade
176.1,2024-09-17,Tuesday,11:00:00,103.95,65,CE,25400.0,Sell,2024-09-17,Tuesday,13:46:00,124.75,-1351.9999999999998,-20.009620009620004,2024-09-19,,,Stop Loss Hit
176.2,2024-09-17,Tuesday,11:00:00,97.75,65,PE,25400.0,Sell,2024-09-17,Tuesday,15:15:00,88.4,607.7499999999997,9.565217391304342,2024-09-19,,,Exit Condition Met For Trade
177,2024-09-18,,11:00:00,25463.55,,,,,2024-09-18,,15:15:00,25382.35,656.5,,,2197.0,-282.75,Exit Condition Met For Trade
177.1,2024-09-18,Wednesday,11:00:00,103.7,65,CE,25450.0,Sell,2024-09-18,Wednesday,15:15:00,74.0,1930.5000000000002,28.640308582449375,2024-09-19,,,Exit Condition Met For Trade
177.2,2024-09-18,Wednesday,11:00:00,98.0,65,PE,25450.0,Sell,2024-09-18,Wednesday,13:01:00,117.6,-1273.9999999999995,-19.999999999999996,2024-09-19,,,Stop Loss Hit
178,2024-09-19,,11:00:00,25511.85,,,,,2024-09-19,,15:15:00,25426.25,2720.25,,,2720.25,-237.25,Exit Condition Met For Trade
178.1,2024-09-19,Thursday,11:00:00,46.3,65,CE,25500.0,Sell,2024-09-19,Thursday,15:15:00,0.15,2999.75,99.67602591792657,2024-09-19,,,Exit Condition Met For Trade
178.2,2024-09-19,Thursday,11:00:00,21.5,65,PE,25500.0,Sell,2024-09-19,Thursday,11:12:00,25.8,-279.50000000000006,-20.000000000000004,2024-09-19,,,Stop Loss Hit
179,2024-09-20,,11:00:00,25669.05,,,,,2024-09-20,,13:38:00,25505.95,-3874.0,,,887.25,-3874.0,
179.1,2024-09-20,Friday,11:00:00,145.9,65,CE,25650.0,Sell,2024-09-20,Friday,11:14:00,175.1,-1897.9999999999993,-20.01370801919122,2024-09-26,,,Stop Loss Hit
179.2,2024-09-20,Friday,11:00:00,152.0,65,PE,25650.0,Sell,2024-09-20,Friday,13:38:00,182.4,-1976.0000000000005,-20.000000000000004,2024-09-26,,,Stop Loss Hit
180,2024-09-23,,11:00:00,25884.55,,,,,2024-09-23,,15:15:00,25938.75,-104.0,,,884.0,-477.75,Exit Condition Met For Trade
180.1,2024-09-23,Monday,11:00:00,122.55,65,CE,25900.0,Sell,2024-09-23,Monday,14:23:00,147.05,-1592.500000000001,-19.99184006527949,2024-09-26,,,Stop Loss Hit
180.2,2024-09-23,Monday,11:00:00,138.05,65,PE,25900.0,Sell,2024-09-23,Monday,15:15:00,115.15,1488.5000000000005,16.588192683810217,2024-09-26,,,Exit Condition Met For Trade
181,2024-09-24,,11:00:00,25960.45,,,,,2024-09-24,,15:15:00,25944.15,1878.5,,,2086.5,-149.5,Exit Condition Met For Trade
