Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
28.2,2024-02-08,Thursday,11:00:00,69.75,65,PE,21850.0,Sell,2024-02-08,Thursday,11:03:00,83.7,-906.7500000000002,-20.000000000000004,2024-02-08,,,Stop Loss Hit
29,2024-02-09,,11:00:00,21673.5,,,,,2024-02-09,,12:24:00,21743.65,-4680.0,,,55.25,-4680.0,
29.1,2024-02-09,Friday,11:00:00,198.55,65,CE,21650.0,Sell,2024-02-09,Friday,12:24:00,238.25,-2580.499999999999,-19.99496348526819,2024-02-15,,,Stop Loss Hit
29.2,2024-02-09,Friday,11:00:00,161.55,65,PE,21650.0,Sell,2024-02-09,Friday,11:07:00,193.85,-2099.499999999999,-19.9938099659548,2024-02-15,,,Stop Loss Hit
30,2024-02-12,,11:00:00,21693.2,,,,,2024-02-12,,15:15:00,21598.0,1056.25,,,1248.0,-1488.5,Exit Condition Met For Trade
30.1,2024-02-12,Monday,11:00:00,142.3,65,CE,21700.0,Sell,2024-02-12,Monday,15:15:00,99.65,2772.2500000000005,29.97189037245257,2024-02-15,,,Exit Condition Met For Trade
30.2,2024-02-12,Monday,11:00:00,132.0,65,PE,21700.0,Sell,2024-02-12,Monday,12:05:00,158.4,-1716.0000000000005,-20.000000000000004,2024-02-15,,,Stop Loss Hit
31,2024-02-13,,11:00:00,21728.15,,,,,2024-02-13,,15:15:00,21753.9,-1982.5,,,1540.5,-2661.75,Exit Condition Met For Trade
31.1,2024-02-13,Tuesday,11:00:00,112.9,65,CE,21750.0,Sell,2024-02-13,Tuesday,15:15:00,117.2,-279.49999999999983,-3.808680248007083,2024-02-15,,,Exit Condition Met For Trade
31.2,2024-02-13,Tuesday,11:00:00,131.1,65,PE,21750.0,Sell,2024-02-13,Tuesday,12:07:00,157.3,-1703.0000000000011,-19.984744469870343,2024-02-15,,,Stop Loss Hit
32,2024-02-14,,11:00:00,21635.1,,,,,2024-02-14,,12:30:00,21656.8,-2219.75,,,29.25,-2219.75,
32.1,2024-02-14,Wednesday,11:00:00,74.35,65,CE,21650.0,Sell,2024-02-14,Wednesday,12:30:00,89.2,-965.2500000000006,-19.9731002017485,2024-02-15,,,Stop Loss Hit
32.2,2024-02-14,Wednesday,11:00:00,96.6,65,PE,21650.0,Sell,2024-02-14,Wednesday,11:14:00,115.9,-1254.5000000000007,-19.9792960662526,2024-02-15,,,Stop Loss Hit
33,2024-02-15,,11:00:00,21847.65,,,,,2024-02-15,,12:35:00,21828.95,-1075.75,,,607.75,-1075.75,
33.1,2024-02-15,Thursday,11:00:00,43.8,65,CE,21850.0,Sell,2024-02-15,Thursday,11:01:00,52.55,-568.75,-19.97716894977169,2024-02-15,,,Stop Loss Hit
33.2,2024-02-15,Thursday,11:00:00,39.05,65,PE,21850.0,Sell,2024-02-15,Thursday,12:35:00,46.85,-507.0000000000003,-19.974391805377735,2024-02-15,,,Stop Loss Hit
34,2024-02-16,,11:00:00,22034.1,,,,,2024-02-16,,15:15:00,22036.4,1368.25,,,1508.0,-195.0,Exit Condition Met For Trade
34.1,2024-02-16,Friday,11:00:00,170.15,65,CE,22050.0,Sell,2024-02-16,Friday,15:15:00,150.7,1264.2500000000011,11.431090214516614,2024-02-22,,,Exit Condition Met For Trade
34.2,2024-02-16,Friday,11:00:00,153.6,65,PE,22050.0,Sell,2024-02-16,Friday,15:15:00,152.0,103.99999999999963,1.041666666666663,2024-02-22,,,Exit Condition Met For Trade
35,2024-02-19,,11:00:00,22113.8,,,,,2024-02-19,,15:15:00,22117.75,-1576.25,,,624.0,-1953.25,Exit Condition Met For Trade
35.1,2024-02-19,Monday,11:00:00,148.95,65,CE,22100.0,Sell,2024-02-19,Monday,11:18:00,178.75,-1937.0000000000007,-20.006713662302793,2024-02-22,,,Stop Loss Hit
35.2,2024-02-19,Monday,11:00:00,130.45,65,PE,22100.0,Sell,2024-02-19,Monday,15:15:00,124.9,360.74999999999886,4.254503641241842,2024-02-22,,,Exit Condition Met For Trade
36,2024-02-20,,11:00:00,22096.05,,,,,2024-02-20,,15:15:00,22200.85,2912.0,,,3162.25,-341.25,Exit Condition Met For Trade
36.1,2024-02-20,Tuesday,11:00:00,108.25,65,CE,22100.0,Sell,2024-02-20,Tuesday,11:22:00,129.9,-1407.2500000000005,-20.000000000000004,2024-02-22,,,Stop Loss Hit
36.2,2024-02-20,Tuesday,11:00:00,140.35,65,PE,22100.0,Sell,2024-02-20,Tuesday,15:15:00,73.9,4319.249999999999,47.345920912005695,2024-02-22,,,Exit Condition Met For Trade
37,2024-02-21,,11:00:00,22202.3,,,,,2024-02-21,,14:03:00,22117.85,-2388.75,,,1729.0,-2388.75,
37.1,2024-02-21,Wednesday,11:00:00,81.7,65,CE,22200.0,Sell,2024-02-21,Wednesday,12:55:00,98.05,-1062.7499999999995,-20.012239902080776,2024-02-22,,,Stop Loss Hit
37.2,2024-02-21,Wednesday,11:00:00,102.05,65,PE,22200.0,Sell,2024-02-21,Wednesday,14:03:00,122.45,-1326.0000000000005,-19.990200881920632,2024-02-22,,,Stop Loss Hit
38,2024-02-22,,11:00:00,21898.9,,,,,2024-02-22,,15:15:00,22206.7,4059.25,,,4059.25,0,Exit Condition Met For Trade
38.1,2024-02-22,Thursday,11:00:00,42.05,65,CE,21900.0,Sell,2024-02-22,Thursday,11:09:00,50.45,-546.0000000000003,-19.97621878715816,2024-02-22,,,Stop Loss Hit
38.2,2024-02-22,Thursday,11:00:00,70.95,65,PE,21900.0,Sell,2024-02-22,Thursday,15:15:00,0.1,4605.250000000001,99.85905567300917,2024-02-22,,,Exit Condition Met For Trade
39,2024-02-23,,11:00:00,22230.8,,,,,2024-02-23,,15:15:00,22213.25,1381.25,,,1384.5,0,Exit Condition Met For Trade
39.1,2024-02-23,Friday,11:00:00,174.05,65,CE,22250.0,Sell,2024-02-23,Friday,15:15:00,140.65,2171.0000000000005,19.18988796322896,2024-02-29,,,Exit Condition Met For Trade
39.2,2024-02-23,Friday,11:00:00,142.0,65,PE,22250.0,Sell,2024-02-23,Friday,15:15:00,154.15,-789.7500000000003,-8.556338028169018,2024-02-29,,,Exit Condition Met For Trade
40,2024-02-26,,11:00:00,22109.4,,,,,2024-02-26,,15:15:00,22126.4,-510.25,,,1261.0,-1283.75,Exit Condition Met For Trade
40.1,2024-02-26,Monday,11:00:00,158.2,65,CE,22100.0,Sell,2024-02-26,Monday,14:24:00,189.85,-2057.2500000000005,-20.006321112515806,2024-02-29,,,Stop Loss Hit
40.2,2024-02-26,Monday,11:00:00,133.9,65,PE,22100.0,Sell,2024-02-26,Monday,15:15:00,110.1,1547.0000000000007,17.774458551157586,2024-02-29,,,Exit Condition Met For Trade
41,2024-02-27,,11:00:00,22147.15,,,,,2024-02-27,,15:15:00,22203.9,1329.25,,,1842.75,-702.0,Exit Condition Met For Trade
41.1,2024-02-27,Tuesday,11:00:00,117.45,65,CE,22150.0,Sell,2024-02-27,Tuesday,12:50:00,140.95,-1527.499999999999,-20.008514261387813,2024-02-29,,,Stop Loss Hit
41.2,2024-02-27,Tuesday,11:00:00,127.2,65,PE,22150.0,Sell,2024-02-27,Tuesday,15:15:00,83.25,2856.75,34.55188679245283,2024-02-29,,,Exit Condition Met For Trade
42,2024-02-28,,11:00:00,22064.25,,,,,2024-02-28,,15:15:00,21952.75,2931.5,,,2931.5,-1348.75,Exit Condition Met For Trade
42.1,2024-02-28,Wednesday,11:00:00,104.65,65,CE,22050.0,Sell,2024-02-28,Wednesday,15:15:00,39.85,4212.000000000001,61.920688007644536,2024-02-29,,,Exit Condition Met For Trade
42.2,2024-02-28,Wednesday,11:00:00,98.45,65,PE,22050.0,Sell,2024-02-28,Wednesday,11:01:00,118.15,-1280.5000000000002,-20.010157440325038,2024-02-29,,,Stop Loss Hit
43,2024-02-29,,11:00:00,21882.35,,,,,2024-02-29,,15:15:00,21996.7,4322.5,,,4322.5,0,Exit Condition Met For Trade
43.1,2024-02-29,Thursday,11:00:00,55.2,65,CE,21900.0,Sell,2024-02-29,Thursday,11:04:00,66.25,-718.2499999999998,-20.01811594202898,2024-02-29,,,Stop Loss Hit
43.2,2024-02-29,Thursday,11:00:00,77.95,65,PE,21900.0,Sell,2024-02-29,Thursday,15:15:00,0.4,5040.75,99.48685054522129,2024-02-29,,,Exit Condition Met For Trade
44,2024-03-01,,11:00:00,22172.45,,,,,2024-03-01,,15:15:00,22329.1,783.25,,,1001.0,-1420.25,Exit Condition Met For Trade
44.1,2024-03-01,Friday,11:00:00,201.75,65,CE,22150.0,Sell,2024-03-01,Friday,11:23:00,242.1,-2622.7499999999995,-19.999999999999996,2024-03-07,,,Stop Loss Hit
44.2,2024-03-01,Friday,11:00:00,137.15,65,PE,22150.0,Sell,2024-03-01,Friday,15:15:00,84.75,3406.0000000000005,38.20634341961357,2024-03-07,,,Exit Condition Met For Trade
45,2024-03-04,,11:00:00,22376.65,,,,,2024-03-04,,15:15:00,22404.45,1157.0,,,1426.75,-52.0,Exit Condition Met For Trade
45.1,2024-03-04,Monday,11:00:00,123.45,65,CE,22400.0,Sell,2024-03-04,Monday,15:15:00,121.1,152.75000000000057,1.9036046982584112,2024-03-07,,,Exit Condition Met For Trade
45.2,2024-03-04,Monday,11:00:00,141.45,65,PE,22400.0,Sell,2024-03-04,Monday,15:15:00,126.0,1004.2499999999993,10.922587486744426,2024-03-07,,,Exit Condition Met For Trade
46,2024-03-05,,11:00:00,22314.95,,,,,2024-03-05,,11:55:00,22343.35,-2782.0,,,182.0,-2782.0,
46.1,2024-03-05,Tuesday,11:00:00,107.0,65,CE,22300.0,Sell,2024-03-05,Tuesday,11:55:00,128.4,-1391.0000000000005,-20.000000000000004,2024-03-07,,,Stop Loss Hit
46.2,2024-03-05,Tuesday,11:00:00,106.9,65,PE,22300.0,Sell,2024-03-05,Tuesday,11:16:00,128.3,-1391.0000000000005,-20.018709073900844,2024-03-07,,,Stop Loss Hit
47,2024-03-06,,11:00:00,22281.4,,,,,2024-03-06,,13:41:00,22312.8,-2239.25,,,416.0,-2239.25,
47.1,2024-03-06,Wednesday,11:00:00,80.05,65,CE,22300.0,Sell,2024-03-06,Wednesday,13:41:00,96.05,-1040.0,-19.987507807620236,2024-03-07,,,Stop Loss Hit
47.2,2024-03-06,Wednesday,11:00:00,92.15,65,PE,22300.0,Sell,2024-03-06,Wednesday,11:38:00,110.6,-1199.2499999999993,-20.02170374389581,2024-03-07,,,Stop Loss Hit
48,2024-03-07,,11:00:00,22459.75,,,,,2024-03-07,,15:15:00,22500.75,1261.0,,,1261.0,-48.75,Exit Condition Met For Trade
48.1,2024-03-07,Thursday,11:00:00,35.4,65,CE,22450.0,Sell,2024-03-07,Thursday,11:03:00,42.5,-461.5000000000001,-20.056497175141246,2024-03-07,,,Stop Loss Hit
48.2,2024-03-07,Thursday,11:00:00,26.6,65,PE,22450.0,Sell,2024-03-07,Thursday,15:15:00,0.1,1722.5,99.62406015037594,2024-03-07,,,Exit Condition Met For Trade
49,2024-03-11,,11:00:00,22446.3,,,,,2024-03-11,,15:15:00,22323.7,2385.5,,,2515.5,-1023.75,Exit Condition Met For Trade
49.1,2024-03-11,Monday,11:00:00,131.3,65,CE,22450.0,Sell,2024-03-11,Monday,15:15:00,72.05,3851.250000000001,45.125666412795134,2024-03-14,,,Exit Condition Met For Trade
49.2,2024-03-11,Monday,11:00:00,112.7,65,PE,22450.0,Sell,2024-03-11,Monday,11:26:00,135.25,-1465.7499999999998,-20.00887311446317,2024-03-14,,,Stop Loss Hit
50,2024-03-12,,11:00:00,22335.25,,,,,2024-03-12,,15:15:00,22331.65,1439.75,,,1534.0,-240.5,Exit Condition Met For Trade
50.1,2024-03-12,Tuesday,11:00:00,128.05,65,CE,22350.0,Sell,2024-03-12,Tuesday,15:15:00,113.35,955.5000000000011,11.47989066770794,2024-03-14,,,Exit Condition Met For Trade
50.2,2024-03-12,Tuesday,11:00:00,95.95,65,PE,22350.0,Sell,2024-03-12,Tuesday,15:15:00,88.5,484.25000000000017,7.764460656591977,2024-03-14,,,Exit Condition Met For Trade
51,2024-03-13,,11:00:00,22272.5,,,,,2024-03-13,,15:15:00,21969.85,6370.0,,,6467.5,-35.75,Exit Condition Met For Trade
51.1,2024-03-13,Wednesday,11:00:00,124.45,65,CE,22250.0,Sell,2024-03-13,Wednesday,15:15:00,13.8,7192.25,88.91120932101245,2024-03-14,,,Exit Condition Met For Trade
51.2,2024-03-13,Wednesday,11:00:00,63.15,65,PE,22250.0,Sell,2024-03-13,Wednesday,11:04:00,75.8,-822.2499999999999,-20.03167062549485,2024-03-14,,,Stop Loss Hit
52,2024-03-14,,11:00:00,22085.5,,,,,2024-03-14,,11:32:00,22101.05,-1124.5,,,58.5,-1124.5,
52.1,2024-03-14,Thursday,11:00:00,39.05,65,CE,22100.0,Sell,2024-03-14,Thursday,11:32:00,46.85,-507.0000000000003,-19.974391805377735,2024-03-14,,,Stop Loss Hit
52.2,2024-03-14,Thursday,11:00:00,47.6,65,PE,22100.0,Sell,2024-03-14,Thursday,11:05:00,57.1,-617.5,-19.95798319327731,2024-03-14,,,Stop Loss Hit
53,2024-03-15,,11:00:00,21976.0,,,,,2024-03-15,,15:15:00,22009.2,1826.5,,,1959.75,-302.25,Exit Condition Met For Trade
53.1,2024-03-15,Friday,11:00:00,163.3,65,CE,22000.0,Sell,2024-03-15,Friday,15:15:00,172.45,-594.7499999999985,-5.603184323331278,2024-03-21,,,Exit Condition Met For Trade
53.2,2024-03-15,Friday,11:00:00,155.0,65,PE,22000.0,Sell,2024-03-15,Friday,15:15:00,117.75,2421.25,24.032258064516128,2024-03-21,,,Exit Condition Met For Trade
54,2024-03-18,,11:00:00,22002.45,,,,,2024-03-18,,12:18:00,22053.25,-3490.5,,,55.25,-3490.5,
54.1,2024-03-18,Monday,11:00:00,143.7,65,CE,22000.0,Sell,2024-03-18,Monday,12:18:00,172.45,-1868.75,-20.006958942240782,2024-03-21,,,Stop Loss Hit
54.2,2024-03-18,Monday,11:00:00,124.8,65,PE,22000.0,Sell,2024-03-18,Monday,11:15:00,149.75,-1621.7500000000002,-19.991987179487182,2024-03-21,,,Stop Loss Hit
55,2024-03-19,,11:00:00,21862.4,,,,,2024-03-19,,15:15:00,21811.5,1599.0,,,1833.0,-1261.0,Exit Condition Met For Trade
55.1,2024-03-19,Tuesday,11:00:00,135.0,65,CE,21850.0,Sell,2024-03-19,Tuesday,15:15:00,89.0,2990.0,34.074074074074076,2024-03-21,,,Exit Condition Met For Trade
55.2,2024-03-19,Tuesday,11:00:00,107.0,65,PE,21850.0,Sell,2024-03-19,Tuesday,11:41:00,128.4,-1391.0000000000005,-20.000000000000004,2024-03-21,,,Stop Loss Hit
